Fecha, Pp, T. Máx, T. Mín, T. Med, VV Máx, VV, DWW, DV, Rag. G, HR, ET, EP 
2015-01-1,0.2,20.3,2.7,10.66,14.8,3.06,225.10 SO,350.20 NO,379.2,72.08,2.7,4.26,
2015-01-11,0,23.1,-0.4,10.68,14.6,2.66,215.40 S,315.60 NO,409.05,58.36,3.2,4.86,
2015-01-11,0,23.1,-0.4,10.68,14.6,2.66,215.40 S,315.60 NO,409.05,58.36,3.2,4.86,
2015-01-12,0,20.4,-1.8,9.11,15.6,2.89,168.80 SE,46.00 NE,299.31,54.8,2.2,4.21,
2015-01-12,0,20.4,-1.8,9.11,15.6,2.89,168.80 SE,46.00 NE,299.31,54.8,2.2,4.21,
2015-01-13,0,22.6,-0.8,9.93,17.5,3.31,146.20 SE,74.30 NE,339.61,54.3,2.7,4.64,
2015-01-13,0,22.6,-0.8,9.93,17.5,3.31,146.20 SE,74.30 NE,339.61,54.3,2.7,4.64,
2015-01-14,0,24,3.2,12.53,12.7,2.95,202.30 S,163.30 SE,337.77,49.69,2.8,4.74,
2015-01-14,0,24,3.2,12.53,12.7,2.95,202.30 S,163.30 SE,337.77,49.69,2.8,4.74,
2015-01-15,0,23.7,3,13.21,9.3,2.33,220.00 S,112.40 E,383.72,43.53,2.9,5.08,
2015-01-15,0,23.7,3,13.21,9.3,2.33,220.00 S,112.40 E,383.72,43.53,2.9,5.08,
2015-01-16,0,23.5,2.5,13.07,11,2.56,,72.80 NE,379.26,55.17,2.8,4.68,
2015-01-16,0,23.5,2.5,13.07,11,2.56,,72.80 NE,379.26,55.17,2.8,4.68,
2015-01-17,0,25.1,1.8,13.42,11.6,1.94,171.90 SE,156.60 SE,374.24,51.76,2.9,4.6,
2015-01-17,0,25.1,1.8,13.42,11.6,1.94,171.90 SE,156.60 SE,374.24,51.76,2.9,4.6,
2015-01-18,0,23.4,9,15.51,7.9,1.5,218.60 S,336.70 NO,368.12,44.23,2.6,4.61,
2015-01-18,0,23.4,9,15.51,7.9,1.5,218.60 S,336.70 NO,368.12,44.23,2.6,4.61,
2015-01-19,0,26,2.8,14.08,8.8,1.03,250.40 SO,41.50 N,359.98,50.97,2.4,4.33,
2015-01-19,0,26,2.8,14.08,8.8,1.03,250.40 SO,41.50 N,359.98,50.97,2.4,4.33,
2015-01-2,0,25.2,4.7,15.33,9.5,2.1,184.00 S,329.80 NO,398.07,47.49,3.2,4.8,
2015-01-2,0,25.2,4.7,15.33,9.5,2.1,184.00 S,329.80 NO,398.07,47.49,3.2,4.8,
2015-01-21,0,26.2,4.5,15.8,20.1,6.91,249.80 SO,277.30 O,414.32,43.22,4.1,5.89,
2015-01-21,0,26.2,4.5,15.8,20.1,6.91,249.80 SO,277.30 O,414.32,43.22,4.1,5.89,
2015-01-22,0,23.4,3.7,14.16,22.9,6.92,264.40 SO,231.70 SO,368.27,52.99,3.2,5.06,
2015-01-22,0,23.4,3.7,14.16,22.9,6.92,264.40 SO,231.70 SO,368.27,52.99,3.2,5.06,
2015-01-23,0,25.1,4.8,14.1,6.8,2.01,20.30 N,45.70 NE,415.78,44.69,3.1,4.93,
2015-01-23,0,25.1,4.8,14.1,6.8,2.01,20.30 N,45.70 NE,415.78,44.69,3.1,4.93,
2015-01-24,0,22.2,4.7,12.87,11.6,1.65,188.00 S,40.20 N,338.39,43.43,2.2,4.31,
2015-01-24,0,22.2,4.7,12.87,11.6,1.65,188.00 S,40.20 N,338.39,43.43,2.2,4.31,
2015-01-25,0.4,22.4,4.3,13.31,9.2,1.16,251.10 SO,38.30 N,268.33,60.49,1.7,3.43,
2015-01-25,0.4,22.4,4.3,13.31,9.2,1.16,251.10 SO,38.30 N,268.33,60.49,1.7,3.43,
2015-01-26,0,22.5,7.6,14.99,7.4,1.62,248.50 SO,190.40 S,346.89,47.45,2.3,4.37,
2015-01-26,0,22.5,7.6,14.99,7.4,1.62,248.50 SO,190.40 S,346.89,47.45,2.3,4.37,
2015-01-27,0,26.8,8.2,16.52,8.1,1.29,2.60 N,15.50 N,405.23,32.09,3,5.16,
2015-01-27,0,26.8,8.2,16.52,8.1,1.29,2.60 N,15.50 N,405.23,32.09,3,5.16,
2015-01-28,0,27,1.8,14.84,8,0.99,61.50 NE,29.30 N,381.25,41.11,2.8,4.66,
2015-01-28,0,27,1.8,14.84,8,0.99,61.50 NE,29.30 N,381.25,41.11,2.8,4.66,
2015-01-29,0,27.9,2.2,16.02,14.3,3.42,65.70 NE,42.80 N,405.42,38.49,3.8,5.37,
2015-01-29,0,27.9,2.2,16.02,14.3,3.42,65.70 NE,42.80 N,405.42,38.49,3.8,5.37,
2015-01-3,0,20.2,4.7,12.59,12.6,3.06,149.90 SE,91.60 E,343.65,44.45,2.6,4.43,
2015-01-3,0,20.2,4.7,12.59,12.6,3.06,149.90 SE,91.60 E,343.65,44.45,2.6,4.43,
2015-01-31,0,22.3,2.6,11.91,26.5,7.39,260.40 SO,194.80 S,384.39,56.31,3.5,5.12,
2015-01-31,0,22.3,2.6,11.91,26.5,7.39,260.40 SO,194.80 S,384.39,56.31,3.5,5.12,
Totales,8.4,22.89032258064516,3.9612903225806435,13.027419354838708,14.219354838709675,3.212903225806452,158.31 SE,129.97 E,342.11483870967743,53.15387096774193,162.99999999999997,276.66,
